BPKG Team,Release Notes
HMGP,<div>Bug Fixes:&nbsp;</div><div><ul><li>Updates to prevent RFI screen from closing when &quot;enter&quot; is clicked.&nbsp;</li><li>Updates to hide &quot;pending&quot; files from view on Upload Documents page.&nbsp;</li><li>Updates to display single record per application on dashboard.&nbsp;</li></ul></div>
